Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor usado (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[JUL]_[N]_Card_Oferta,2026-07-25,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,39.3,3642,2432,25,1.572,Conversas por mensagem iniciadas,2,19.65,2026-07-25,2026-07-25
[JUN]_[SN]_Carrossel_Oferta,2026-07-25,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,22.12,2348,1682,41,5.395.122,Conversas por mensagem iniciadas,3,737.333.333,2026-07-25,2026-07-25
[JUL]_[N]_Vt_Condição,2026-07-25,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,3.84,214,192,1,3.84,,,,2026-07-25,2026-07-25
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-25,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,4.9,272,256,10,0.49,Conversas por mensagem iniciadas,3,163.333.333,2026-07-25,2026-07-25
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-25,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,07.09,249,223,4,1.7725,Conversas por mensagem iniciadas,1,07.09,2026-07-25,2026-07-25
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-25,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,4.86,415,389,1,4.86,,,,2026-07-25,2026-07-25
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-24,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,10.38,669,560,3,3.46,Conversas por mensagem iniciadas,1,10.38,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-24,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,17.87,452,375,11,162.454.545,Conversas por mensagem iniciadas,1,17.87,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-24,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,08.04,569,518,2,04.02,,,,2026-07-24,2026-07-24
[JUL]_[N]_Vt_Condição,2026-07-24,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,17.44,348,300,23,75.826.087,,,,2026-07-24,2026-07-24
[JUL]_[N]_Card_Modelo,2026-07-24,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,13.47,1247,1081,4,3.3675,,,,2026-07-24,2026-07-24
[JUL]_[N]_Card_Oferta,2026-07-24,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,60.73,5505,3869,49,123.938.776,Conversas por mensagem iniciadas,6,1.012.166.667,2026-07-24,2026-07-24
[JUN]_[SN]_Carrossel_Oferta,2026-07-24,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,28.95,2806,2001,57,50.789.474,Conversas por mensagem iniciadas,5,5.79,2026-07-24,2026-07-24
[JUL]_[N]_Card_Modelo,2026-07-23,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,24.51,1919,1554,11,222.818.182,Conversas por mensagem iniciadas,1,24.51,2026-07-23,2026-07-23
[JUN]_[SN]_Carrossel_Oferta,2026-07-23,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,29.24,2974,2106,54,54.148.148,Conversas por mensagem iniciadas,3,974.666.667,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta,2026-07-23,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,87.91,8073,5631,62,141.790.323,Conversas por mensagem iniciadas,7,1.255.857.143,2026-07-23,2026-07-23
[JUL]_[SN]_Card_Condição,2026-07-23,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,0.08,6,6,,,,,,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-23,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,16.27,793,601,4,4.0675,Conversas por mensagem iniciadas,3,542.333.333,2026-07-23,2026-07-23
[JUL]_[N]_Vt_Condição,2026-07-23,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,25.05,442,343,16,1.565.625,Conversas por mensagem iniciadas,2,12.525,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-23,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,8.93,636,571,8,111.625,Conversas por mensagem iniciadas,1,8.93,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-23,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,17.48,483,409,2,8.74,,,,2026-07-23,2026-07-23
[JUL]_[N]_Card_Modelo,2026-07-22,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,24.01,2122,1691,18,133.388.889,Conversas por mensagem iniciadas,2,12.005,2026-07-22,2026-07-22
[JUN]_[SN]_Carrossel_Oferta,2026-07-22,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,32.27,3336,2281,65,49.646.154,Conversas por mensagem iniciadas,3,1.075.666.667,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta,2026-07-22,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,102.16,9577,6072,74,138.054.054,Conversas por mensagem iniciadas,8,12.77,2026-07-22,2026-07-22
[JUL]_[SN]_Card_Condição,2026-07-22,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,17.63,766,630,7,251.857.143,,,,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-22,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,21.68,897,687,16,1.355,Conversas por mensagem iniciadas,1,21.68,2026-07-22,2026-07-22
[JUL]_[N]_Vt_Condição,2026-07-22,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,31.79,528,423,17,1.87,Conversas por mensagem iniciadas,3,1.059.666.667,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-22,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,5.91,391,344,3,1.97,,,,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-22,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.31,790,699,13,0.87,Conversas por mensagem iniciadas,1,11.31,2026-07-22,2026-07-22
[JUL]_[N]_Card_Modelo,2026-07-21,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,25.71,2429,1847,11,233.727.273,Conversas por mensagem iniciadas,1,25.71,2026-07-21,2026-07-21
[JUN]_[SN]_Carrossel_Oferta,2026-07-21,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,40.78,3563,2352,48,84.958.333,Conversas por mensagem iniciadas,1,40.78,2026-07-21,2026-07-21
[JUL]_[SN]_Card_Condição,2026-07-21,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,30.79,1079,844,9,342.111.111,Conversas por mensagem iniciadas,2,15.395,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta,2026-07-21,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,115.86,10879,6854,88,131.659.091,Conversas por mensagem iniciadas,11,1.053.272.727,2026-07-21,2026-07-21
[JUL]_[N]_Vt_Condição,2026-07-21,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.49,572,469,22,170.409.091,Conversas por mensagem iniciadas,2,18.745,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-21,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,12.16,845,766,8,1.52,Conversas por mensagem iniciadas,2,06.08,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-21,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,23.15,711,557,5,4.63,,,,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-20,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,23.1,1070,807,2,11.55,,,,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-20,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,13.31,885,840,4,3.3275,,,,2026-07-20,2026-07-20
[JUL]_[N]_Vt_Condição,2026-07-20,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,39.52,752,621,20,1.976,Conversas por mensagem iniciadas,6,658.666.667,2026-07-20,2026-07-20
[JUL]_[N]_Card_Modelo,2026-07-20,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,12.1,970,817,5,2.42,,,,2026-07-20,2026-07-20
[JUL]_[SN]_Card_Condição,2026-07-20,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,36.28,1411,1133,10,3.628,Conversas por mensagem iniciadas,2,18.14,2026-07-20,2026-07-20
[JUL]_[N]_Card_Oferta,2026-07-20,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,117.05,11551,7723,91,128.626.374,Conversas por mensagem iniciadas,8,1.463.125,2026-07-20,2026-07-20
[JUN]_[SN]_Carrossel_Oferta,2026-07-20,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,38.54,4026,2847,52,74.115.385,Conversas por mensagem iniciadas,2,19.27,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-19,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,24.2,1343,969,8,3.025,Conversas por mensagem iniciadas,2,12.1,2026-07-19,2026-07-19
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-19,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.32,988,878,2,5.66,,,,2026-07-19,2026-07-19
[JUL]_[SN]_Card_Condição,2026-07-19,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,36.14,1542,1180,6,602.333.333,Conversas por mensagem iniciadas,1,36.14,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta,2026-07-19,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,109.04,12994,8329,103,105.864.078,Conversas por mensagem iniciadas,3,3.634.666.667,2026-07-19,2026-07-19
[JUN]_[SN]_Carrossel_Oferta,2026-07-19,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,39.07,4289,2964,73,53.520.548,Conversas por mensagem iniciadas,10,3.907,2026-07-19,2026-07-19
[JUL]_[N]_Vt_Condição,2026-07-19,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,35.86,1178,956,26,137.923.077,Conversas por mensagem iniciadas,1,35.86,2026-07-19,2026-07-19
[JUN]_[SN]_Carrossel_Oferta,2026-07-18,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,15.61,1489,1124,17,91.823.529,,,,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta,2026-07-18,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,66.81,6609,4431,53,126.056.604,Conversas por mensagem iniciadas,6,11.135,2026-07-18,2026-07-18
[JUL]_[SN]_Card_Condição,2026-07-18,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,13.02,546,433,6,2.17,,,,2026-07-18,2026-07-18
[JUL]_[N]_Vt_Condição,2026-07-18,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,19.27,493,424,11,175.181.818,,,,2026-07-18,2026-07-18
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-18,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,4.24,398,362,3,141.333.333,,,,2026-07-18,2026-07-18
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-18,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,15.63,817,612,8,195.375,Conversas por mensagem iniciadas,5,3.126,2026-07-18,2026-07-18
[JUN]_[SN]_Carrossel_Oferta,2026-07-17,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,34.13,2863,1938,56,60.946.429,Conversas por mensagem iniciadas,3,1.137.666.667,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-17,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.15,546,417,3,371.666.667,Conversas por mensagem iniciadas,2,5.575,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-17,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.49,662,616,6,1.915,Conversas por mensagem iniciadas,1,11.49,2026-07-17,2026-07-17
[JUL]_[N]_Vt_Condição,2026-07-17,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,27.5,824,640,21,130.952.381,Conversas por mensagem iniciadas,2,13.75,2026-07-17,2026-07-17
[JUL]_[N]_Card_Modelo,2026-07-17,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,14.91,1643,1410,12,1.2425,Conversas por mensagem iniciadas,1,14.91,2026-07-17,2026-07-17
[JUL]_[SN]_Card_Condição,2026-07-17,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,20.61,693,565,10,2.061,Conversas por mensagem iniciadas,1,20.61,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta,2026-07-17,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,92.19,10538,7096,72,128.041.667,Conversas por mensagem iniciadas,6,15.365,2026-07-17,2026-07-17
[JUL]_[N]_Card_Modelo,2026-07-16,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,24.59,2711,2235,16,1.536.875,Conversas por mensagem iniciadas,3,819.666.667,2026-07-16,2026-07-16
[JUN]_[SN]_Carrossel_Oferta,2026-07-16,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,28.22,2780,1844,33,85.515.152,Conversas por mensagem iniciadas,3,940.666.667,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta,2026-07-16,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,98,13052,8101,99,98.989.899,Conversas por mensagem iniciadas,6,1.633.333.333,2026-07-16,2026-07-16
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-16,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,10.47,832,747,6,1.745,,,,2026-07-16,2026-07-16
[JUL]_[SN]_Card_Condição,2026-07-16,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,33.51,1045,825,7,478.714.286,Conversas por mensagem iniciadas,1,33.51,2026-07-16,2026-07-16
[JUL]_[N]_Vt_Condição,2026-07-16,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,35.15,848,653,18,195.277.778,Conversas por mensagem iniciadas,2,17.575,2026-07-16,2026-07-16
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-15,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.31,1031,923,5,2.262,,,,2026-07-15,2026-07-15
[JUL]_[N]_Vt_Condição,2026-07-15,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,38.08,1039,809,27,141.037.037,,,,2026-07-15,2026-07-15
[JUL]_[N]_Card_Modelo,2026-07-15,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,26.24,2505,2063,17,154.352.941,Conversas por mensagem iniciadas,1,26.24,2026-07-15,2026-07-15
[JUL]_[SN]_Card_Condição,2026-07-15,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,35.94,1096,893,8,4.4925,Conversas por mensagem iniciadas,3,11.98,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta,2026-07-15,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,109.07,12582,8031,101,107.990.099,Conversas por mensagem iniciadas,6,1.817.833.333,2026-07-15,2026-07-15
[JUN]_[SN]_Carrossel_Oferta,2026-07-15,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,38.84,3710,2581,47,82.638.298,Conversas por mensagem iniciadas,3,1.294.666.667,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-14,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,5.31,467,445,4,1.3275,Conversas por mensagem iniciadas,3,1.77,2026-07-14,2026-07-14
[JUL]_[N]_Vt_Condição,2026-07-14,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.53,1136,890,15,2.502,Conversas por mensagem iniciadas,1,37.53,2026-07-14,2026-07-14
[JUL]_[N]_Card_Modelo,2026-07-14,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,26.02,2402,1897,11,236.545.455,Conversas por mensagem iniciadas,2,13.01,2026-07-14,2026-07-14
[JUL]_[SN]_Card_Condição,2026-07-14,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.14,888,702,5,7.428,Conversas por mensagem iniciadas,2,18.57,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta,2026-07-14,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,117.34,10311,6564,76,154.394.737,Conversas por mensagem iniciadas,3,3.911.333.333,2026-07-14,2026-07-14
[JUN]_[SN]_Carrossel_Oferta,2026-07-14,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,39.82,3654,2566,60,66.366.667,Conversas por mensagem iniciadas,5,7.964,2026-07-14,2026-07-14
[JUL]_[SN]_Card_Condição,2026-07-13,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,32.93,951,766,13,253.307.692,Conversas por mensagem iniciadas,5,6.586,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta,2026-07-13,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,107.23,10326,6232,78,137.474.359,Conversas por mensagem iniciadas,6,1.787.166.667,2026-07-13,2026-07-13
[JUL]_[N]_Card_Modelo,2026-07-13,completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,8.22,673,600,4,2.055,Conversas por mensagem iniciadas,1,8.22,2026-07-13,2026-07-13
[JUN]_[SN]_Carrossel_Oferta,2026-07-13,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,36.84,3975,2687,39,94.461.538,Conversas por mensagem iniciadas,4,9.21,2026-07-13,2026-07-13
[JUN]_[SN]_Carrossel_Oferta,2026-07-12,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.52,4503,2920,52,72.153.846,Conversas por mensagem iniciadas,4,9.38,2026-07-12,2026-07-12
[JUL]_[SN]_Card_Condição,2026-07-12,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,36.8,1740,1333,7,525.714.286,Conversas por mensagem iniciadas,2,18.4,2026-07-12,2026-07-12
[JUL]_[N]_Card_Oferta,2026-07-12,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,109.35,10579,5994,80,1.366.875,Conversas por mensagem iniciadas,7,1.562.142.857,2026-07-12,2026-07-12
[JUL]_[SN]_Card_Condição,2026-07-11,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,15.5,663,507,7,221.428.571,Conversas por mensagem iniciadas,3,516.666.667,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta,2026-07-11,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,77.03,7051,4169,71,108.492.958,Conversas por mensagem iniciadas,6,1.283.833.333,2026-07-11,2026-07-11
[JUN]_[N]_Vídeo_Modelo,2026-07-11,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-11,2026-07-11
[JUN]_[SN]_Carrossel_Oferta,2026-07-11,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,20.37,2580,1702,48,424.375,Conversas por mensagem iniciadas,2,10.185,2026-07-11,2026-07-11
[JUL]_[SN]_Card_Condição,2026-07-10,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,24.82,786,564,8,3.1025,Conversas por mensagem iniciadas,3,827.333.333,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta,2026-07-10,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,85.2,7204,4279,52,163.846.154,Conversas por mensagem iniciadas,8,10.65,2026-07-10,2026-07-10
[JUN]_[SN]_Carrossel_Oferta,2026-07-10,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,27.89,2864,1818,45,61.977.778,Conversas por mensagem iniciadas,5,5.578,2026-07-10,2026-07-10
[JUN]_[SN]_Carrossel_Oferta,2026-07-09,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,30.18,2777,1823,41,73.609.756,,,,2026-07-09,2026-07-09
[JUL]_[SN]_Card_Condição,2026-07-09,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,32.09,778,575,12,267.416.667,Conversas por mensagem iniciadas,5,6.418,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta,2026-07-09,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,25.82,2318,1452,12,215.166.667,Conversas por mensagem iniciadas,2,12.91,2026-07-09,2026-07-09
[JUL]_[SN]_Card_Condição,2026-07-08,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,31.54,1119,834,13,242.615.385,Conversas por mensagem iniciadas,5,6.308,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta,2026-07-08,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,31.94,2814,1768,23,138.869.565,Conversas por mensagem iniciadas,2,15.97,2026-07-08,2026-07-08
[JUN]_[SN]_Carrossel_Oferta,2026-07-08,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,35.36,3071,2023,34,01.04,Conversas por mensagem iniciadas,1,35.36,2026-07-08,2026-07-08
[JUL]_[SN]_Card_Condição,2026-07-07,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,33.18,979,743,7,4.74,,,,2026-07-07,2026-07-07
[JUL]_[N]_Card_Oferta,2026-07-07,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,31.06,3745,2677,26,119.461.538,Conversas por mensagem iniciadas,4,7.765,2026-07-07,2026-07-07
[JUN]_[SN]_Carrossel_Oferta,2026-07-07,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.26,3037,1920,45,828,Conversas por mensagem iniciadas,3,12.42,2026-07-07,2026-07-07
[JUN]_[N]_Vídeo_Modelo,2026-07-06,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,10.95,268,221,13,84.230.769,Conversas por mensagem iniciadas,4,2.7375,2026-07-06,2026-07-06
[JUN]_[SN]_Carrossel_Oferta,2026-07-06,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,39.18,3996,2481,37,105.891.892,Conversas por mensagem iniciadas,2,19.59,2026-07-06,2026-07-06
[JUL]_[SN]_Card_Condição,2026-07-06,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,36.64,1606,1247,15,244.266.667,Conversas por mensagem iniciadas,6,610.666.667,2026-07-06,2026-07-06
[JUL]_[N]_Card_Oferta,2026-07-06,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,42.2,6420,4483,64,659.375,Conversas por mensagem iniciadas,5,8.44,2026-07-06,2026-07-06
[JUL]_[SN]_Card_Condição,2026-07-05,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,36.11,1397,1071,12,300.916.667,Conversas por mensagem iniciadas,6,601.833.333,2026-07-05,2026-07-05
[JUL]_[N]_Card_Oferta,2026-07-05,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,35.37,5884,4116,48,736.875,Conversas por mensagem iniciadas,3,11.79,2026-07-05,2026-07-05
[JUN]_[N]_Vídeo_Modelo,2026-07-05,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,39.08,899,640,31,126.064.516,Conversas por mensagem iniciadas,4,9.77,2026-07-05,2026-07-05
[JUN]_[SN]_Carrossel_Oferta,2026-07-05,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,40.72,4357,2675,60,67.866.667,Conversas por mensagem iniciadas,5,8.144,2026-07-05,2026-07-05
[JUL]_[SN]_Card_Condição,2026-07-04,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,28.38,1276,918,9,315.333.333,Conversas por mensagem iniciadas,1,28.38,2026-07-04,2026-07-04
[JUL]_[N]_Card_Oferta,2026-07-04,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,30.12,4293,2993,24,1.255,Conversas por mensagem iniciadas,2,15.06,2026-07-04,2026-07-04
[JUN]_[N]_Vídeo_Modelo,2026-07-04,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.5,291,213,7,164.285.714,,,,2026-07-04,2026-07-04
[JUN]_[SN]_Carrossel_Oferta,2026-07-04,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,19.64,2282,1483,34,57.764.706,Conversas por mensagem iniciadas,2,9.82,2026-07-04,2026-07-04
[JUL]_[SN]_Card_Condição,2026-07-03,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,8.9,453,392,7,127.142.857,Conversas por mensagem iniciadas,2,4.45,2026-07-03,2026-07-03
[JUL]_[N]_Card_Oferta,2026-07-03,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,07.05,950,730,5,1.41,,,,2026-07-03,2026-07-03
[JUN]_[N]_Vídeo_Modelo,2026-07-03,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,17.41,343,205,11,158.272.727,Conversas por mensagem iniciadas,3,580.333.333,2026-07-03,2026-07-03
[JUN]_[SN]_Carrossel_Oferta,2026-07-03,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,21.58,2125,1330,32,674.375,Conversas por mensagem iniciadas,2,10.79,2026-07-03,2026-07-03
